1.61224 0
1.63436 0.0221107
1.64477 0.016472
1.63615 0.0144865
1.63296 0.0116655
1.63706 0.0103701
1.63947 0.0090894
1.63823 0.00796995
1.63649 0.00723894
1.63826 0.00671207
1.64125 0.00676729
1.6393 0.00647976
1.63942 0.00596188
1.64088 0.00570728
1.64214 0.00546149
1.64316 0.00521049
1.64101 0.00534925
1.63866 0.00556176
1.64148 0.00596694
1.64169 0.00566468
1.6405 0.00551801
1.64066 0.00526366
1.64016 0.00505418
1.63944 0.0048929
1.6403 0.00477137
1.64143 0.00472152
1.64057 0.00462422
1.641 0.00447749
1.64088 0.0043221
1.64103 0.00417834
1.64059 0.00406582
1.63968 0.00403877
1.64059 0.00401722
1.64056 0.00389741
1.64063 0.00378526
1.64052 0.00368057
1.64034 0.00358379
1.64065 0.003502
1.64017 0.00344533
1.64047 0.0033718
1.64024 0.00329656
1.64046 0.00322473
1.64033 0.0031516
1.6401 0.00308797
1.64022 0.00302101
1.64055 0.00297263
1.6405 0.00290909
1.64017 0.00286659
1.64004 0.00281044
1.63969 0.00277642
1.64012 0.00275534
1.64045 0.00272168
1.64054 0.00267131
1.64051 0.00262147
1.64062 0.00257538
1.64079 0.00253466
1.64069 0.00249151
1.64092 0.00245846
1.641 0.0024178
1.64099 0.00237717
1.64091 0.00233936
1.64112 0.00231087
1.64127 0.00227885
1.6417 0.00228415
1.64149 0.00225911
1.6419 0.00226228
1.64255 0.00232116
1.64198 0.00235721
1.64167 0.00234307
1.642 0.00233328
1.64216 0.00230581
1.64214 0.00227363
1.64205 0.00224426
1.64173 0.00223675
1.64177 0.00220716
1.64199 0.00218898
1.64197 0.00216051
1.64171 0.00214789
1.64185 0.00212468
1.64143 0.00213958
1.64104 0.00214727
1.64088 0.00212698
1.64108 0.00211032
1.6412 0.00208854
1.64132 0.00206747
1.64114 0.00205156
1.64115 0.00202785
1.64131 0.0020112
1.64121 0.00199099
1.64101 0.00197809
1.64133 0.00198163
1.64148 0.00196543
1.64169 0.0019557
1.64183 0.0019396
1.6416 0.00193222
1.6415 0.00191469
1.64162 0.0018987
1.64153 0.00188118
1.64198 0.00191376
1.64193 0.00189516
1.64176 0.00188356
1.64124 0.00193712
1.64149 0.00193457
1.64175 0.00193361
1.64178 0.00191527
1.64181 0.00189735
1.6422 0.00191995
1.6422 0.00190209
1.64233 0.00188906
1.64202 0.001897
1.64204 0.00187992
1.64219 0.00186974
1.64205 0.00185864
1.6418 0.00185918
1.6419 0.00184565
1.64182 0.00183164
1.64199 0.00182401
1.64179 0.00181891
1.64188 0.00180543
1.64188 0.00179033
1.64155 0.0018058
1.64163 0.00179278
1.64136 0.00179916
1.64139 0.00178482
1.64113 0.00178867
