-3.38968 0
-3.38985 0.000164676
-3.39013 0.000304318
-3.38997 0.000271099
-3.38984 0.000245774
-3.39008 0.00031326
-3.39019 0.000284879
-3.39022 0.000249462
-3.38998 0.000326655
-3.38989 0.000305167
-3.39004 0.000311732
-3.39 0.000288021
-3.39005 0.000271088
-3.39008 0.000253065
-3.39008 0.000235736
-3.39004 0.000223546
-3.39001 0.000211573
-3.38979 0.000300619
-3.38989 0.000300665
-3.38998 0.000300318
-3.38994 0.000288074
-3.38989 0.000279349
-3.38985 0.00026974
-3.38995 0.000274154
-3.38998 0.000264615
-3.38995 0.000255141
-3.38994 0.00024595
-3.3899 0.000239557
-3.38985 0.000236729
-3.38993 0.000241653
-3.3899 0.000235886
-3.38991 0.00022852
-3.38993 0.000222937
-3.38998 0.000220512
-3.38992 0.000221089
-3.38988 0.000218371
-3.38987 0.000212496
-3.38986 0.000207052
-3.38983 0.000204061
-3.38984 0.000198923
-3.38981 0.00019602
-3.38979 0.00019197
-3.38982 0.000188782
-3.38983 0.000184906
-3.38984 0.000181107
-3.38984 0.000177186
-3.38983 0.000174027
-3.38981 0.00017098
-3.38983 0.00016826
-3.38985 0.000165436
-3.38987 0.000163849
-3.38984 0.000164132
-3.38981 0.0001634
-3.38979 0.000161704
-3.38978 0.000158903
-3.38977 0.000156167
-3.38977 0.000153483
-3.38977 0.000150911
-3.38978 0.0001486
-3.3898 0.000147235
-3.38982 0.000145825
-3.38982 0.000143502
-3.38983 0.000141534
-3.38982 0.000139869
-3.38983 0.000138549
-3.38983 0.000136441
-3.38984 0.00013446
-3.38982 0.000134085
-3.38979 0.000134076
-3.3898 0.000132307
-3.3898 0.000130448
-3.38979 0.000128715
-3.38981 0.000127746
-3.38981 0.000126017
-3.38979 0.000126278
-3.38978 0.000124763
-3.38978 0.000123155
-3.3898 0.000122701
-3.38981 0.000122112
-3.3898 0.000121999
-3.38981 0.000120937
-3.38982 0.000120405
-3.38984 0.000119798
-3.38986 0.000120829
-3.38987 0.00011965
-3.38986 0.00011847
-3.38987 0.000117218
-3.38987 0.000115897
-3.38986 0.00011481
-3.38985 0.000114015
-3.38985 0.000112762
-3.38985 0.000111561
-3.38986 0.00011062
-3.38985 0.000109874
-3.38985 0.000108844
-3.38984 0.000107808
-3.38983 0.00010776
-3.38983 0.000106655
-3.38983 0.000105582
-3.38984 0.000104786
-3.38984 0.000103962
-3.38986 0.000104084
-3.38985 0.000103338
-3.38988 0.000106337
-3.38989 0.000105591
-3.38989 0.000104628
-3.38992 0.000107052
-3.38991 0.00010614
-3.38992 0.000105268
-3.38992 0.000104641
-3.38991 0.000104854
-3.38992 0.000104111
-3.38992 0.000103187
-3.38991 0.000102383
-3.3899 0.000101882
-3.3899 0.000101021
-3.38991 0.000100249
-3.38992 9.96409e-05
-3.38992 9.88034e-05
-3.38991 9.80035e-05
-3.3899 9.757e-05
-3.3899 9.71515e-05
-3.38988 9.82986e-05
-3.38987 9.77893e-05
-3.38987 9.70056e-05
