Target: 1.1
[1]	  0.524967
[2]	  0.956746
[3]	  0.980783
[4]	  1.09985
[5]	  1.05167
[6]	  1.13398
[7]	  1.11224
[8]	  1.05759
[9]	  1.21838
[10]	  1.05082
[11]	  1.09215
[12]	  1.16495
[13]	  1.02077
[14]	  1.04923
[15]	  1.17697
[16]	  1.12057
[17]	  1.12261
[18]	  1.0603
[19]	  1.19611
[20]	  1.12499
