Target: 0.8
[1]	  0.393299
[2]	  0.618104
[3]	  0.690358
[4]	  0.818879
[5]	  0.659388
[6]	  0.857516
[7]	  0.751691
[8]	  0.80679
[9]	  0.781617
[10]	  0.848659
[11]	  0.9535
[12]	  0.727109
[13]	  0.820521
[14]	  0.861178
[15]	  0.818106
[16]	  0.844391
[17]	  0.756082
[18]	  0.732701
[19]	  0.780592
[20]	  0.856036
