Target: 0.8
[1]	  0.452163
[2]	  0.57351
[3]	  0.690178
[4]	  0.743518
[5]	  0.855426
[6]	  0.760029
[7]	  0.779578
[8]	  0.838445
[9]	  0.787394
[10]	  0.874018
[11]	  0.783143
[12]	  0.794166
[13]	  0.778892
[14]	  0.843688
[15]	  0.764732
[16]	  0.788838
[17]	  0.798713
[18]	  0.906535
[19]	  0.761587
[20]	  0.774127
